instance,best_cost,optimum,iter,iter_last_increase,temperature,alpha
wuf50-218-M wuf50-0536.mwcnf,13055,13055,793,793,100,0.9
wuf50-218-M wuf50-0536.mwcnf,12345,13055,3320,30,100,0.9
wuf50-218-M wuf50-0536.mwcnf,13055,13055,0,0,100,0.9
wuf50-218-M wuf50-0536.mwcnf,13055,13055,38,38,100,0.9
wuf50-218-M wuf50-0536.mwcnf,13055,13055,90,90,100,0.9
wuf50-218-M wuf50-0536.mwcnf,13055,13055,1420,1420,100,0.9
wuf50-218-M wuf50-0536.mwcnf,13055,13055,2085,2085,100,0.9
wuf50-218-M wuf50-0536.mwcnf,13055,13055,29,29,100,0.9
wuf50-218-M wuf50-0536.mwcnf,13055,13055,13,13,100,0.9
wuf50-218-M wuf50-0536.mwcnf,13055,13055,1446,1446,100,0.9
wuf50-218-M wuf50-0536.mwcnf,13055,13055,20792,20792,100,0.99
wuf50-218-M wuf50-0536.mwcnf,13055,13055,9,9,100,0.99
wuf50-218-M wuf50-0536.mwcnf,13055,13055,7073,7073,100,0.99
wuf50-218-M wuf50-0536.mwcnf,13055,13055,14004,14004,100,0.99
wuf50-218-M wuf50-0536.mwcnf,13055,13055,20768,20768,100,0.99
wuf50-218-M wuf50-0536.mwcnf,13055,13055,7087,7087,100,0.99
wuf50-218-M wuf50-0536.mwcnf,13055,13055,77,77,100,0.99
wuf50-218-M wuf50-0536.mwcnf,13055,13055,21,21,100,0.99
wuf50-218-M wuf50-0536.mwcnf,13055,13055,13949,13949,100,0.99
wuf50-218-M wuf50-0536.mwcnf,13055,13055,7236,7236,100,0.99
wuf50-218-M wuf50-0536.mwcnf,13055,13055,462,462,100,0.999
wuf50-218-M wuf50-0536.mwcnf,13055,13055,138288,138288,100,0.999
wuf50-218-M wuf50-0536.mwcnf,13055,13055,140,140,100,0.999
wuf50-218-M wuf50-0536.mwcnf,13055,13055,0,0,100,0.999
wuf50-218-M wuf50-0536.mwcnf,13055,13055,0,0,100,0.999
wuf50-218-M wuf50-0536.mwcnf,13055,13055,975,975,100,0.999
wuf50-218-M wuf50-0536.mwcnf,13055,13055,207212,207212,100,0.999
wuf50-218-M wuf50-0536.mwcnf,13055,13055,276254,276254,100,0.999
wuf50-218-M wuf50-0536.mwcnf,13055,13055,138125,138125,100,0.999
wuf50-218-M wuf50-0536.mwcnf,13055,13055,276298,276298,100,0.999
wuf50-218-M wuf50-0536.mwcnf,13055,13055,1075,1075,1000,0.9
wuf50-218-M wuf50-0536.mwcnf,13055,13055,43,43,1000,0.9
wuf50-218-M wuf50-0536.mwcnf,13055,13055,106,106,1000,0.9
wuf50-218-M wuf50-0536.mwcnf,13055,13055,2918,2918,1000,0.9
wuf50-218-M wuf50-0536.mwcnf,13005,13055,4446,1176,1000,0.9
wuf50-218-M wuf50-0536.mwcnf,13055,13055,54,54,1000,0.9
wuf50-218-M wuf50-0536.mwcnf,13055,13055,59,59,1000,0.9
wuf50-218-M wuf50-0536.mwcnf,13055,13055,926,926,1000,0.9
wuf50-218-M wuf50-0536.mwcnf,12345,13055,4437,307,1000,0.9
wuf50-218-M wuf50-0536.mwcnf,13055,13055,1944,1944,1000,0.9
wuf50-218-M wuf50-0536.mwcnf,13055,13055,1029,1029,1000,0.99
wuf50-218-M wuf50-0536.mwcnf,13055,13055,273,273,1000,0.99
wuf50-218-M wuf50-0536.mwcnf,13055,13055,19537,19537,1000,0.99
wuf50-218-M wuf50-0536.mwcnf,13055,13055,368,368,1000,0.99
wuf50-218-M wuf50-0536.mwcnf,13055,13055,10048,10048,1000,0.99
wuf50-218-M wuf50-0536.mwcnf,13055,13055,5,5,1000,0.99
wuf50-218-M wuf50-0536.mwcnf,13055,13055,27767,27767,1000,0.99
wuf50-218-M wuf50-0536.mwcnf,13055,13055,9522,9522,1000,0.99
wuf50-218-M wuf50-0536.mwcnf,13055,13055,857,857,1000,0.99
wuf50-218-M wuf50-0536.mwcnf,13055,13055,67,67,1000,0.99
wuf50-218-M wuf50-0536.mwcnf,13055,13055,184218,184218,1000,0.999
wuf50-218-M wuf50-0536.mwcnf,13055,13055,1118,1118,1000,0.999
wuf50-218-M wuf50-0536.mwcnf,12345,13055,460321,81,1000,0.999
wuf50-218-M wuf50-0536.mwcnf,13055,13055,35,35,1000,0.999
wuf50-218-M wuf50-0536.mwcnf,13055,13055,368402,368402,1000,0.999
wuf50-218-M wuf50-0536.mwcnf,13055,13055,92283,92283,1000,0.999
wuf50-218-M wuf50-0536.mwcnf,13055,13055,184,184,1000,0.999
wuf50-218-M wuf50-0536.mwcnf,13055,13055,639,639,1000,0.999
wuf50-218-M wuf50-0536.mwcnf,13055,13055,184320,184320,1000,0.999
wuf50-218-M wuf50-0536.mwcnf,13055,13055,184530,184530,1000,0.999
wuf50-218-M wuf50-0536.mwcnf,13055,13055,1113,33,10000,0.9
wuf50-218-M wuf50-0536.mwcnf,13055,13055,2461,2461,10000,0.9
wuf50-218-M wuf50-0536.mwcnf,13055,13055,3756,3756,10000,0.9
wuf50-218-M wuf50-0536.mwcnf,13055,13055,339,339,10000,0.9
wuf50-218-M wuf50-0536.mwcnf,13055,13055,1442,1442,10000,0.9
wuf50-218-M wuf50-0536.mwcnf,13055,13055,243,243,10000,0.9
wuf50-218-M wuf50-0536.mwcnf,13055,13055,4,4,10000,0.9
wuf50-218-M wuf50-0536.mwcnf,13005,13055,5550,1730,10000,0.9
wuf50-218-M wuf50-0536.mwcnf,13055,13055,1512,1512,10000,0.9
wuf50-218-M wuf50-0536.mwcnf,13005,13055,5502,392,10000,0.9
wuf50-218-M wuf50-0536.mwcnf,13055,13055,11522,11522,10000,0.99
wuf50-218-M wuf50-0536.mwcnf,13055,13055,871,871,10000,0.99
wuf50-218-M wuf50-0536.mwcnf,13055,13055,23162,23162,10000,0.99
wuf50-218-M wuf50-0536.mwcnf,13055,13055,45965,45965,10000,0.99
wuf50-218-M wuf50-0536.mwcnf,13055,13055,47618,47618,10000,0.99
wuf50-218-M wuf50-0536.mwcnf,13055,13055,225,225,10000,0.99
wuf50-218-M wuf50-0536.mwcnf,13055,13055,997,997,10000,0.99
wuf50-218-M wuf50-0536.mwcnf,13055,13055,12893,12893,10000,0.99
wuf50-218-M wuf50-0536.mwcnf,13055,13055,23753,23753,10000,0.99
wuf50-218-M wuf50-0536.mwcnf,13055,13055,1426,1426,10000,0.99
wuf50-218-M wuf50-0536.mwcnf,13055,13055,175,175,10000,0.999
wuf50-218-M wuf50-0536.mwcnf,13055,13055,378,378,10000,0.999
wuf50-218-M wuf50-0536.mwcnf,13055,13055,115650,115650,10000,0.999
wuf50-218-M wuf50-0536.mwcnf,13055,13055,117,117,10000,0.999
wuf50-218-M wuf50-0536.mwcnf,13055,13055,0,0,10000,0.999
wuf50-218-M wuf50-0536.mwcnf,13055,13055,116398,116398,10000,0.999
wuf50-218-M wuf50-0536.mwcnf,13055,13055,249599,249599,10000,0.999
wuf50-218-M wuf50-0536.mwcnf,13055,13055,348963,348963,10000,0.999
wuf50-218-M wuf50-0536.mwcnf,13055,13055,460399,460399,10000,0.999
wuf50-218-M wuf50-0536.mwcnf,13055,13055,658,658,10000,0.999
wuf50-218-M wuf50-0536.mwcnf,12724,13055,6602,2,100000,0.9
wuf50-218-M wuf50-0536.mwcnf,12953,13055,6609,1329,100000,0.9
wuf50-218-M wuf50-0536.mwcnf,12787,13055,6600,0,100000,0.9
wuf50-218-M wuf50-0536.mwcnf,13005,13055,6600,0,100000,0.9
wuf50-218-M wuf50-0536.mwcnf,12953,13055,6606,2646,100000,0.9
wuf50-218-M wuf50-0536.mwcnf,12724,13055,6600,0,100000,0.9
wuf50-218-M wuf50-0536.mwcnf,13005,13055,6614,5944,100000,0.9
wuf50-218-M wuf50-0536.mwcnf,12903,13055,6602,2,100000,0.9
wuf50-218-M wuf50-0536.mwcnf,12787,13055,6602,3962,100000,0.9
wuf50-218-M wuf50-0536.mwcnf,13055,13055,1986,1986,100000,0.9
wuf50-218-M wuf50-0536.mwcnf,13005,13055,68750,0,100000,0.99
wuf50-218-M wuf50-0536.mwcnf,13055,13055,43269,43269,100000,0.99
wuf50-218-M wuf50-0536.mwcnf,13055,13055,45905,45905,100000,0.99
wuf50-218-M wuf50-0536.mwcnf,12724,13055,68750,0,100000,0.99
wuf50-218-M wuf50-0536.mwcnf,13005,13055,68758,48598,100000,0.99
wuf50-218-M wuf50-0536.mwcnf,13005,13055,68750,0,100000,0.99
wuf50-218-M wuf50-0536.mwcnf,13055,13055,5516,5516,100000,0.99
wuf50-218-M wuf50-0536.mwcnf,13055,13055,13750,0,100000,0.99
wuf50-218-M wuf50-0536.mwcnf,13055,13055,44924,44924,100000,0.99
wuf50-218-M wuf50-0536.mwcnf,12787,13055,68759,27509,100000,0.99
wuf50-218-M wuf50-0536.mwcnf,13055,13055,25637,25637,100000,0.999
wuf50-218-M wuf50-0536.mwcnf,13055,13055,25356,25356,100000,0.999
wuf50-218-M wuf50-0536.mwcnf,13055,13055,301517,301517,100000,0.999
wuf50-218-M wuf50-0536.mwcnf,13055,13055,46609,46609,100000,0.999
wuf50-218-M wuf50-0536.mwcnf,13055,13055,20362,20362,100000,0.999
wuf50-218-M wuf50-0536.mwcnf,13055,13055,27828,27828,100000,0.999
wuf50-218-M wuf50-0536.mwcnf,13055,13055,20097,20097,100000,0.999
wuf50-218-M wuf50-0536.mwcnf,13055,13055,19681,19681,100000,0.999
wuf50-218-M wuf50-0536.mwcnf,13055,13055,5,5,100000,0.999
wuf50-218-M wuf50-0536.mwcnf,13055,13055,49033,49033,100000,0.999
wuf50-218-M wuf50-0962.mwcnf,15716,15716,60,60,100,0.9
wuf50-218-M wuf50-0962.mwcnf,15716,15716,106,106,100,0.9
wuf50-218-M wuf50-0962.mwcnf,15716,15716,1504,1504,100,0.9
wuf50-218-M wuf50-0962.mwcnf,15716,15716,802,802,100,0.9
wuf50-218-M wuf50-0962.mwcnf,15716,15716,52,52,100,0.9
wuf50-218-M wuf50-0962.mwcnf,15716,15716,1502,1502,100,0.9
wuf50-218-M wuf50-0962.mwcnf,15716,15716,172,172,100,0.9
wuf50-218-M wuf50-0962.mwcnf,15716,15716,2155,2155,100,0.9
wuf50-218-M wuf50-0962.mwcnf,15716,15716,2795,2795,100,0.9
wuf50-218-M wuf50-0962.mwcnf,15716,15716,740,740,100,0.9
wuf50-218-M wuf50-0962.mwcnf,15716,15716,60,60,100,0.99
wuf50-218-M wuf50-0962.mwcnf,15716,15716,69,69,100,0.99
wuf50-218-M wuf50-0962.mwcnf,15716,15716,27,27,100,0.99
wuf50-218-M wuf50-0962.mwcnf,15716,15716,485,485,100,0.99
wuf50-218-M wuf50-0962.mwcnf,15716,15716,40,40,100,0.99
wuf50-218-M wuf50-0962.mwcnf,15716,15716,80,80,100,0.99
wuf50-218-M wuf50-0962.mwcnf,15716,15716,14251,14251,100,0.99
wuf50-218-M wuf50-0962.mwcnf,15716,15716,100,100,100,0.99
wuf50-218-M wuf50-0962.mwcnf,15716,15716,58,58,100,0.99
wuf50-218-M wuf50-0962.mwcnf,15716,15716,220,220,100,0.99
wuf50-218-M wuf50-0962.mwcnf,15716,15716,33,33,100,0.999
wuf50-218-M wuf50-0962.mwcnf,15716,15716,134,134,100,0.999
wuf50-218-M wuf50-0962.mwcnf,15716,15716,216,216,100,0.999
wuf50-218-M wuf50-0962.mwcnf,15716,15716,146,146,100,0.999
wuf50-218-M wuf50-0962.mwcnf,15716,15716,44,44,100,0.999
wuf50-218-M wuf50-0962.mwcnf,15716,15716,96,96,100,0.999
wuf50-218-M wuf50-0962.mwcnf,15716,15716,146,146,100,0.999
wuf50-218-M wuf50-0962.mwcnf,15716,15716,25,25,100,0.999
wuf50-218-M wuf50-0962.mwcnf,15716,15716,96,96,100,0.999
wuf50-218-M wuf50-0962.mwcnf,15716,15716,177,177,100,0.999
wuf50-218-M wuf50-0962.mwcnf,15716,15716,187,187,1000,0.9
wuf50-218-M wuf50-0962.mwcnf,15716,15716,1102,1102,1000,0.9
