instance,best_cost,optimum,iter,iter_last_increase,temperature,alpha
wuf20-71-M wuf20-0180.mwcnf,6966,6966,41,41,100,0.9
wuf20-71-M wuf20-0180.mwcnf,6966,6966,152,152,100,0.9
wuf20-71-M wuf20-0180.mwcnf,6966,6966,1429,1429,100,0.9
wuf20-71-M wuf20-0180.mwcnf,6966,6966,1382,1382,100,0.9
wuf20-71-M wuf20-0180.mwcnf,6966,6966,1463,1463,100,0.9
wuf20-71-M wuf20-0180.mwcnf,6966,6966,1381,1381,100,0.9
wuf20-71-M wuf20-0180.mwcnf,6966,6966,42,42,100,0.9
wuf20-71-M wuf20-0180.mwcnf,6966,6966,1448,1448,100,0.9
wuf20-71-M wuf20-0180.mwcnf,6966,6966,715,715,100,0.9
wuf20-71-M wuf20-0180.mwcnf,6966,6966,2021,2021,100,0.9
wuf20-71-M wuf20-0180.mwcnf,6966,6966,175,175,100,0.99
wuf20-71-M wuf20-0180.mwcnf,6966,6966,110,110,100,0.99
wuf20-71-M wuf20-0180.mwcnf,6966,6966,35,35,100,0.99
wuf20-71-M wuf20-0180.mwcnf,6966,6966,32,32,100,0.99
wuf20-71-M wuf20-0180.mwcnf,6966,6966,64,64,100,0.99
wuf20-71-M wuf20-0180.mwcnf,6966,6966,301,301,100,0.99
wuf20-71-M wuf20-0180.mwcnf,6966,6966,381,381,100,0.99
wuf20-71-M wuf20-0180.mwcnf,6966,6966,139,139,100,0.99
wuf20-71-M wuf20-0180.mwcnf,6966,6966,27,27,100,0.99
wuf20-71-M wuf20-0180.mwcnf,6966,6966,88,88,100,0.99
wuf20-71-M wuf20-0180.mwcnf,6966,6966,106,106,100,0.999
wuf20-71-M wuf20-0180.mwcnf,6966,6966,255,255,100,0.999
wuf20-71-M wuf20-0180.mwcnf,6966,6966,173,173,100,0.999
wuf20-71-M wuf20-0180.mwcnf,6966,6966,154,154,100,0.999
wuf20-71-M wuf20-0180.mwcnf,6966,6966,53,53,100,0.999
wuf20-71-M wuf20-0180.mwcnf,6966,6966,26,26,100,0.999
wuf20-71-M wuf20-0180.mwcnf,6966,6966,58,58,100,0.999
wuf20-71-M wuf20-0180.mwcnf,6966,6966,69,69,100,0.999
wuf20-71-M wuf20-0180.mwcnf,6966,6966,396,396,100,0.999
wuf20-71-M wuf20-0180.mwcnf,6966,6966,106,106,100,0.999
wuf20-71-M wuf20-0180.mwcnf,6966,6966,1075,1075,1000,0.9
wuf20-71-M wuf20-0180.mwcnf,6966,6966,1001,1001,1000,0.9
wuf20-71-M wuf20-0180.mwcnf,6966,6966,215,215,1000,0.9
wuf20-71-M wuf20-0180.mwcnf,6966,6966,1145,1145,1000,0.9
wuf20-71-M wuf20-0180.mwcnf,6966,6966,108,108,1000,0.9
wuf20-71-M wuf20-0180.mwcnf,6966,6966,267,267,1000,0.9
wuf20-71-M wuf20-0180.mwcnf,6966,6966,1152,1152,1000,0.9
wuf20-71-M wuf20-0180.mwcnf,6966,6966,118,118,1000,0.9
wuf20-71-M wuf20-0180.mwcnf,6966,6966,2067,2067,1000,0.9
wuf20-71-M wuf20-0180.mwcnf,6966,6966,220,220,1000,0.9
wuf20-71-M wuf20-0180.mwcnf,6966,6966,810,810,1000,0.99
wuf20-71-M wuf20-0180.mwcnf,6966,6966,170,170,1000,0.99
wuf20-71-M wuf20-0180.mwcnf,6966,6966,936,936,1000,0.99
wuf20-71-M wuf20-0180.mwcnf,6966,6966,125,125,1000,0.99
wuf20-71-M wuf20-0180.mwcnf,6966,6966,192,192,1000,0.99
wuf20-71-M wuf20-0180.mwcnf,6966,6966,1174,1174,1000,0.99
wuf20-71-M wuf20-0180.mwcnf,6966,6966,241,241,1000,0.99
wuf20-71-M wuf20-0180.mwcnf,6966,6966,750,750,1000,0.99
wuf20-71-M wuf20-0180.mwcnf,6966,6966,658,658,1000,0.99
wuf20-71-M wuf20-0180.mwcnf,6966,6966,658,658,1000,0.99
wuf20-71-M wuf20-0180.mwcnf,6966,6966,1211,1211,1000,0.999
wuf20-71-M wuf20-0180.mwcnf,6966,6966,1449,1449,1000,0.999
wuf20-71-M wuf20-0180.mwcnf,6966,6966,513,513,1000,0.999
wuf20-71-M wuf20-0180.mwcnf,6966,6966,276,276,1000,0.999
wuf20-71-M wuf20-0180.mwcnf,6966,6966,2308,2308,1000,0.999
wuf20-71-M wuf20-0180.mwcnf,6966,6966,409,409,1000,0.999
wuf20-71-M wuf20-0180.mwcnf,6966,6966,1211,1211,1000,0.999
wuf20-71-M wuf20-0180.mwcnf,6966,6966,2159,2159,1000,0.999
wuf20-71-M wuf20-0180.mwcnf,6966,6966,1066,1066,1000,0.999
wuf20-71-M wuf20-0180.mwcnf,6966,6966,644,644,1000,0.999
wuf20-71-M wuf20-0180.mwcnf,6966,6966,361,361,10000,0.9
wuf20-71-M wuf20-0180.mwcnf,6966,6966,228,228,10000,0.9
wuf20-71-M wuf20-0180.mwcnf,6966,6966,481,481,10000,0.9
wuf20-71-M wuf20-0180.mwcnf,6966,6966,417,417,10000,0.9
wuf20-71-M wuf20-0180.mwcnf,6966,6966,305,305,10000,0.9
wuf20-71-M wuf20-0180.mwcnf,6966,6966,352,352,10000,0.9
wuf20-71-M wuf20-0180.mwcnf,6966,6966,420,420,10000,0.9
wuf20-71-M wuf20-0180.mwcnf,6966,6966,2739,2739,10000,0.9
wuf20-71-M wuf20-0180.mwcnf,6966,6966,2509,2509,10000,0.9
wuf20-71-M wuf20-0180.mwcnf,6966,6966,192,192,10000,0.9
wuf20-71-M wuf20-0180.mwcnf,6966,6966,1563,1563,10000,0.99
wuf20-71-M wuf20-0180.mwcnf,6966,6966,2419,2419,10000,0.99
wuf20-71-M wuf20-0180.mwcnf,6966,6966,1996,1996,10000,0.99
wuf20-71-M wuf20-0180.mwcnf,6966,6966,3317,3317,10000,0.99
